id,task_name,task_detail,task_assessment,task_behavior,task_feedback,task_duedate,created_at,updated_at,course_id,room_id,task_behavior_extra,average_score,task_assignment_other,task_alert
25,งานเดี่ยว,สรุปคำศัพท์และไวยากรณ์ Unit 1-3,การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""10-9"",""text"":""ดีมาก""},{""score"":""8-7"",""text"":""ดี""},{""score"":""6-5"",""text"":""พอใช้""},{""score"":""4-1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ความถูกต้องของภาษาและไวยากรณ์"",""การจัดระบบความคิดที่ดี"",""ง่ายต่อการอ่าน สะอาดตา""],""disadvantages"":[""สรุปคำศัพท์และไวยากรณ์ผิด"",""ขาดการจัดระบบความรู้"",""สกปรก ไม่น่าอ่าน""],""suggestion"":[""ศึกษาเอกสารจากครูและหนังสือเรียน"",""ศึกษาค้นคว้าเพิ่มเติมจากอินเตอร์เน็ต"",""สรุปองค์ความรู้ด้วยตนเอง""]}",2018-06-22 09:00:00,2018-06-11 03:07:02.596959,2018-06-11 03:07:02.596959,14,14,"{""type"":""คะแนน (scoring)"",""score"":""10""}",0,"",2018-06-18 09:00:00
26,สอบเก็บคะแนน,Unit 1-3,ทดสอบย่อย,คะแนน (scoring),"{""quality"":[{""score"":""20-18"",""text"":""ดีมาก""},{""score"":""17-15"",""text"":""ดี""},{""score"":""14-12"",""text"":""พอใช้""},{""score"":""11-1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ความเข้าใจ"",""การวิเคราะห์และการประยุกต์ใช้"",""การรู้จักสังเกต""],""disadvantages"":[""ขาดความเข้าใจ"",""วิเคราะห์ไม่เป็น"",""ขากการสังเกต""],""suggestion"":[""ทบทวนแบบเรียน"",""ฝึกการทำแบบทดสอบเพิ่มเติม"",""สอนเสริมเพิ่มเติม""]}",2018-06-28 03:00:00,2018-06-11 03:12:58.878448,2018-06-11 03:12:58.878448,14,14,"{""type"":""คะแนน (scoring)"",""score"":""20""}",0,"",2018-06-21 03:00:00
27,สอบกลางภาค,"",สอบกลางภาค,คะแนน (scoring),"{""quality"":[{""score"":""20-18"",""text"":""ดีมาก""},{""score"":""17-15"",""text"":""ดี""},{""score"":""14-12"",""text"":""พอใช้""},{""score"":""11-1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2018-07-11 01:30:00,2018-06-11 03:14:46.196315,2018-06-11 03:14:46.196315,14,14,"{""type"":""คะแนน (scoring)"",""score"":""20""}",0,"",2018-07-02 01:30:00
28,การทดลองเรื่องแรงเสียดทาน,"",กิจกรรมกลุ่ม,rating scale,"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2018-06-11 08:30:30.403254,2018-06-11 08:31:08.668616,15,15,"{""type"":""rating scale"",""score"":""4"",""data"":[{""value1"":""4"",""value2"":""ดีมาก""},{""value1"":""3"",""value2"":""ดี""},{""value1"":""2"",""value2"":""พอใช้""},{""value1"":""1"",""value2"":""ควรปรับปรุง""}]}",0,"",
29,กิจกรรมที่ 1 แนวคิดเชิงคำนวณ,"",กิจกรรมชั้นเรียน,rating scale,"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2018-06-08 08:48:00,2018-06-11 08:49:07.083013,2018-06-11 08:49:37.701067,17,16,"{""type"":""rating scale"",""score"":""5"",""data"":[{""value1"":""5"",""value2"":""ดีมาก""},{""value1"":""4"",""value2"":""ดี""},{""value1"":""3"",""value2"":""ปานกลาง""},{""value1"":""2"",""value2"":""พอใช้""},{""value1"":""1"",""value2"":""ปรับปรุง""}]}",0,"",2018-06-07 08:48:00
48,แบบฝึกหัดการเขียน 1,"",การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""เรียบร้อยดีมาก"",""งานเรียบร้อยดี""],""disadvantages"":[""เว้นวรรคไม่ถูกหลายจุด"",""สะกดผิดหลายคำ"",""สะกดผิดบางคำ""],""suggestion"":[""ควรเปิดพจนานุกรมเมื่อไม่แน่ใจ"",""เขียนลายมือให้สวยกว่านี้""]}",2018-08-19 07:09:00,2018-08-19 07:09:52.562213,2018-08-19 08:12:21.011518,40,45,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2018-08-26 07:09:00
8,Speaking test1,ฝึกพูดเรื่องที่สนใจ,ปฏิบัติการ,rating scale,"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ออกเสียงได้ถูกต้อง "",""สำเนียงดี"",""เนื้อเรื่องน่าสนใจ"",""น้ำเสียงน่าฟัง""],""disadvantages"":[""การออกเสียงให้ถูกต้อง"",""เนื้อเรืื่องยังไม่น่าสนใจ"",""ควรพูดให้ช้าลง""],""suggestion"":[""ฝึกฟัง และออกเสียงจากสื่อของครู"",""ศึกษาเรื่องที่จะพูดให้เข้าใจก่อน ""]}",2018-05-27 04:16:00,2018-05-25 04:16:42.950933,2018-06-13 05:36:55.194321,4,3,"{""type"":""rating scale"",""score"":""5"",""data"":[{""value1"":""5"",""value2"":""พูดดีมาก""},{""value1"":""4"",""value2"":""พูดดี""},{""value1"":""3"",""value2"":""พูดได้ปานกลาง""},{""value1"":""2"",""value2"":""พูดได้พอใช้""},{""value1"":""1"",""value2"":""การพูดต้องปรับปรุง""}]}",3.42857142857143,"",2018-05-25 04:16:00
31,ผัก Hydroponic,การปฏิบัติการปลูกผักปลอดสารด้วยตนเอง,ปฏิบัติการ,checklist,"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2018-07-31 07:55:00,2018-06-18 07:55:31.343317,2018-06-18 07:57:49.692683,20,20,"{""type"":""checklist"",""data"":[{""value1"":""ตรงกำหนด"",""value2"":""ไม่ตรงกำหนด""},{""value1"":""โตเต็มวัย"",""value2"":""โตปานกลาง""}]}",0,"",2018-07-20 07:55:00
32,โครงงานน้ำยาอเนกประสงค์,ทำน้ำยาอเนกประสงค์ที่นักเรียนสนใจ,ปฏิบัติการ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ใฝ่รู้ใฝ่เรียน"",""มีความรับผิดชอบ"",""ใช้อัตราส่วนที่เหมาะสม""],""disadvantages"":[""ดำเนินการให้ทันตามกำหนด"",""ปรับส่วนผสมให้เหมาะสม"",""ศึกษาหาข้อมูลเพิ่มเติม""],""suggestion"":[]}",2018-05-15 02:28:00,2018-06-19 02:27:08.297409,2018-06-19 02:30:44.91519,21,21,"{""type"":""คะแนน (scoring)"",""score"":""30""}",0,"",2018-07-13 02:29:00
34,โครงงานแก้ปัญหา,"",โครงงาน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2018-07-02 12:09:00,2018-07-03 12:09:29.583799,2018-09-27 04:31:49.867016,4,3,"{""type"":""คะแนน (scoring)"",""score"":""10""}",7.14285714285714,"",2018-07-02 12:09:00
33,สอบย่อย 3,การสอบย่อยบทที่ 3,ทดสอบย่อย,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2018-07-05 12:07:00,2018-07-03 12:07:29.696157,2018-07-03 12:07:53.791385,4,3,"{""type"":""คะแนน (scoring)"",""score"":""20""}",16.5714285714286,"",2018-07-02 12:07:00
42,แบบฝึกหัด,เรื่องโมเมนตัม,แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ครบถ้วน"",""เรียบร้อยดี"",""ทำเป็นขั้นตอน""],""disadvantages"":[""ไม่แสดงขั้นตอน""],""suggestion"":[]}",,2018-08-19 07:09:02.341348,2018-08-19 07:09:02.341348,61,95,"{""type"":""คะแนน (scoring)"",""score"":""10""}",0,"",
61,แบบฝึกหัด,"",การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""เรียบร้อยดีมาก"",""ทำเป็นขั้นตอน"",""ละเอียดมากค่ะ"",""ลายมือสวย"",""ตั้งใจทำงานดีมาก""],""disadvantages"":[""ไม่เขียนเส้นขั้นเศษส่วน"",""ส่งช้า"",""อ่านไม่ออก""],""suggestion"":[]}",2018-08-25 17:00:00,2018-08-19 07:10:08.758801,2018-08-19 08:07:01.511558,41,58,"{""type"":""คะแนน (scoring)"",""score"":""20""}",10,"",
36,ใบงาน1,ตอบคำถามต่อไปนี้,แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""},{""score"":""4"",""text"":""ดีมาก""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2018-08-26 07:04:00,2018-08-19 07:05:06.03493,2018-08-19 07:51:37.376874,25,90,"{""type"":""คะแนน (scoring)"",""score"":""5""}",4,"",2018-08-23 07:05:00
37,แบบฝึกหัด,"",การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2018-08-19 07:05:13.116165,2018-08-19 08:13:43.426522,41,58,"{""type"":""คะแนน (scoring)"",""score"":""20""}",18,"",
39,แบบฝึกหัดข้อ 1/5,"",การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2018-08-20 07:06:00,2018-08-19 07:06:03.05325,2018-08-19 08:04:44.992291,24,23,"{""type"":""คะแนน (scoring)"",""score"":""10""}",10,"",2018-08-20 01:00:00
69,นำเสนองานโดยใช้สถานการณ์สมมติ,"",กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""มีความคิดสร้างสรรค์"",""นำเสนอเนื้อหาได้ครอบคลุม""],""disadvantages"":[],""suggestion"":[]}",2018-08-31 16:55:00,2018-08-19 07:10:43.316808,2018-08-19 07:10:43.316808,53,51,"{""type"":""คะแนน (scoring)"",""score"":""10""}",0,"",
67,แบบฝึกหัดที่1,"",การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""เรียบร้อยดีมาก"",""ทำงานถูฏต้อง""],""disadvantages"":[""เว้นวรรคไม่ถูกต้อง"",""สะกดคำผิด""],""suggestion"":[""ในการเขียนควรเขียนให้สวยงามและเรียบร้อย""]}",2018-08-26 07:09:00,2018-08-19 07:10:28.608135,2018-08-19 08:07:20.557477,59,67,"{""type"":""คะแนน (scoring)"",""score"":""10""}",9,"",2018-08-26 07:09:00
68,ดนตรีวัฒนธรรมต่างประเทศ,รายงานศิลปินต่างประเทศที่นักเรียนชื่นชอบ,กิจกรรมกลุ่ม,คะแนน (scoring),"{""quality"":[{""score"":""5"",""text"":""ดีมาก""},{""score"":""4"",""text"":""ดี""},{""score"":""3"",""text"":""ปานกลาง""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""นำเสนอรายละเอียดประวัติศิลปินชัดเจน""],""disadvantages"":[""เพื่อนภายในกลุ่มไม่ให้ความร่วมมือ""],""suggestion"":[]}",2018-08-26 07:10:00,2018-08-19 07:10:30.214723,2018-08-19 08:03:52.588506,80,96,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2018-08-25 07:10:00
70,แบบฝึกหัดเรื่องหน่วยของสิ่งมีชีวิต,"",แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ทำได้ถูกต้องร้อยละ 80"",""สะอาดเรียบร้ิอย""],""disadvantages"":[""ผิดทุกข้อ""],""suggestion"":[""ตั้งใจอ่านโทย์มากกว่ายี้"",""คิดให้ละเอียดรอบคอบ""]}",2018-08-23 07:09:00,2018-08-19 07:11:00.000058,2018-08-19 08:07:01.898675,38,73,"{""type"":""คะแนน (scoring)"",""score"":""10 คะแนน""}",8,"",2018-08-21 07:09:00
71,กิจกรรมที่1-3,การแบ่งเซลล,กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ตั้งใจทำงานมาก"",""งานเรียบร้อยดี""],""disadvantages"":[""ยังเรียงลำดับไม่ถูกต้อง"",""สะกดคำศัพท์ไม่ถูกต้อง""],""suggestion"":[""ให้ทบทวนคำถามก่อนตอบ"",""พัฒนาลายมือให้อ่านง่าย""]}",2018-08-17 17:00:00,2018-08-19 07:11:10.155311,2018-08-19 07:11:10.155311,47,75,"{""type"":""คะแนน (scoring)"",""score"":""5""}",0,"",
74,แบบฝึกหัด,แบบฝึกหัด,แบบฝึกหัด,checklist,"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2018-08-31 07:12:00,2018-08-19 07:12:35.355479,2018-08-19 07:12:35.355479,26,88,"{""type"":""checklist"",""data"":[]}",0,"",2018-08-27 07:12:00
78,แบบฝึกหัด,โมเมนตัม,แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""งานเป็นขั้นตอน"",""เรียบร้อยดีมาก""],""disadvantages"":[""งานไม่เป็นขั้นตอน"",""ไม่แสดงวิธีคิดคำนวณ""],""suggestion"":[""อ่านไม่ออก"",""ไม่มีความเป็นระเบียบ""]}",2018-08-26 07:13:00,2018-08-19 07:15:06.437087,2018-08-19 07:15:06.437087,61,95,"{""type"":""คะแนน (scoring)"",""score"":""""}",0,"",2018-08-23 07:13:00
79,สืบค้นหลักฐานทางประวัติศาสตร์และนำเสนอใน,สืบค้นหลักฐานทางประวัติศาสตร์และสรุปในรูปแบบ PPT นำเสนอ,กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""การนำเสนอน่าสนใจ เนื้อหาครอบคลุม ""],""disadvantages"":[""การนำเสนอน้อย งานไม่น่าสนใจ""],""suggestion"":[""ต้องเตรียมข้อมูลและการสร้างสรรค์งานที่น่าสนใจ""]}",2018-08-27 07:07:00,2018-08-19 07:15:30.678834,2018-08-19 07:15:30.678834,32,66,"{""type"":""คะแนน (scoring)"",""score"":""10""}",0,"",2018-08-24 07:07:00
72,mindmap,"",ปฏิบัติการ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2018-09-07 07:08:00,2018-08-19 07:11:32.8535,2018-08-19 07:59:04.088343,30,82,"{""type"":""คะแนน (scoring)"",""score"":""10""}",10,"",2018-09-06 07:08:00
77,ทำชิ้นงาน,งานกลุ่มๆละ4คน,กิจกรรมกลุ่ม,คะแนน (scoring),"{""quality"":[{""score"":""9-10"",""text"":""ดีมาก""},{""score"":""7-8"",""text"":""ดี""},{""score"":""5-6"",""text"":""พอใช้""},{""score"":""1-4"",""text"":""ควรปรับปรุง""}],""advantages"":[""ส่งตรงเวลา ชื้นงานสมบูรณ์ ความสวยงาม ความคิดสร้างสรรค์""],""disadvantages"":[""ส่งงานตรงเวลา และใช้กระบวนการกลุ่มได้ครบถ้วน""],""suggestion"":[""เน้นการนำวัสดุจริงเข้ามาประกอบในชิ้นงาน""]}",2018-08-26 07:14:00,2018-08-19 07:14:52.668876,2018-08-19 08:07:24.358088,66,65,"{""type"":""คะแนน (scoring)"",""score"":""10 คะแนน""}",9,"",2018-08-25 07:14:00
76,แบบฝึกหัด,ทำแบบฝึกหัด 20 ข้อ,แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""งานเรียบร้อยดีมาก"",""ระยะการพิมพ์ถูกต้อง""],""disadvantages"":[""ไม่มีการย่อหน้า""],""suggestion"":[""ควรระมัดระวังการพิมพ์งาน""]}",2018-09-07 07:09:00,2018-08-19 07:13:45.236441,2018-08-19 08:08:22.752177,72,74,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2018-09-03 07:09:00
47,วิวัฒนาการวรรณกรรม,สรุปตารางวิวัฒนาการวรรณกรรม,กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""สรุปได้ละเอียดดีมาก"",""สะอาด เรียบร้อย""],""disadvantages"":[""เขียนตัวบรรจง""],""suggestion"":[]}",2018-08-27 07:10:00,2018-08-19 07:09:51.096651,2018-08-19 08:03:10.424159,54,77,"{""type"":""คะแนน (scoring)"",""score"":""20""}",15,"",
75,การบ้าน,วาดภาพตามหัวข้อที่กำหนด,ปฏิบัติการ,คะแนน (scoring),"{""quality"":[{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""มีความคิดสร้างสรรค์ดี"",""รูปแบบผลงานสมบูรณ์เรียบร้อยดี""],""disadvantages"":[""งานไม่สมบูรณ์"",""รูปแบบไม่ตรงตามหัวข้อที่กำหนด""],""suggestion"":[""ควรพัฒนาด้านองค์ประกอบให้สมบูรณ์มากขึ้น"",""ฝึกวาดลายเส้นบ่อยๆ""]}",,2018-08-19 07:12:57.139678,2018-08-19 08:07:07.027574,46,57,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",
80,ใบงานที่ 1 การเงิน,ค้นหาคำตอบให้ถูกต้องกรอกลงใบงาน,กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""คำตอบถูกต้อง"",""ทำงานเรียบร้อย"",""ส่งงานตรงเวลา""],""disadvantages"":[""คำตอบไม่ถูกต้อง"",""ทำงานไม่เรียบร้อย"",""ส่งงานไม่ตรงเวลา""],""suggestion"":[""ควรเพิ่มความพยายาม"",""ควรใช้เวลาว่างให้เกิดประโยชน์"",""ควรวางแผนการทำงาน""]}",2018-08-06 17:00:00,2018-08-19 07:15:46.616162,2018-08-19 08:07:41.876482,42,64,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2018-08-05 17:00:00
86,ปฎิบัติดนตรีไทย,"",ปฏิบัติการ,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2018-08-19 08:07:00,2018-08-19 08:07:30.330672,2018-08-19 08:08:04.953907,60,93,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2018-08-19 08:07:00
40,สอบเพียว,"",สอบปลายภาค,คะแนน (scoring),"{""quality"":[{""score"":""81-100"",""text"":""A""},{""score"":""76-80"",""text"":""B+""},{""score"":""71-75"",""text"":""B""},{""score"":""66-70"",""text"":""C+""},{""score"":""61-65"",""text"":""C""},{""score"":""56-60"",""text"":""D+""},{""score"":""51-55"",""text"":""D""},{""score"":""ต่ำกว่า50"",""text"":""F""}],""advantages"":[""GOOD"",""เรียนดี""],""disadvantages"":[""ควรปรับปรุง"",""ควรทำดีกว่านี้""],""suggestion"":[]}",2018-08-30 07:08:00,2018-08-19 07:08:21.814323,2018-08-19 07:25:12.785518,82,99,"{""type"":""คะแนน (scoring)"",""score"":""100""}",60,"",2018-08-28 07:08:00
53,แสดงบทบาทสมมติมารยาทในการเข้าสมาคม,บทบาทการเข้าสมาคมพร้อมทสื่อประกอบ,กิจกรรมชั้นเรียน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""มีการแสดงบทบาทสมมติที่มเหุสามผล""],""disadvantages"":[],""suggestion"":[]}",2018-08-22 07:08:00,2018-08-19 07:09:55.979903,2018-08-19 08:02:37.698908,68,59,"{""type"":""คะแนน (scoring)"",""score"":""10""}",10,"",2018-08-22 07:08:00
44,ใบงาน2,"",แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""เรียบร้อย"",""เรียบร้อยดีมาก""],""disadvantages"":[""ปรับปรุงการเขียนตัวเลขให้ตรงหลัก"",""เขียนหนังสือให้ตัวบรรจง"",""ควรส่งงานให้ตรงเวลา""],""suggestion"":[""การตรวจตัวเลขอีกครั้งก่อนส่ง""]}",2018-08-23 07:08:00,2018-08-19 07:09:15.265099,2018-08-19 08:02:52.11699,25,90,"{""type"":""คะแนน (scoring)"",""score"":""10""}",7,"",2018-08-21 07:08:00
50,แบบฝึกหัดที่ 1,"",การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""เรียบร้อยดีมาก"",""เป็นระเบียบมาก""],""disadvantages"":[""แบ่งวรรคตอนให้ดีกว่านี้"",""หมั่นฝึกซ้อมก่อนเยอะๆ""],""suggestion"":[""เว้นวรรคตอนไม่ถูกต้อง"",""หายใจไม่ตรงประโยค""]}",2018-08-19 06:09:00,2018-08-19 07:09:53.224794,2018-08-19 08:04:39.101235,39,52,"{""type"":""คะแนน (scoring)"",""score"":""10""}",10,"",2018-08-19 07:09:00
82,1,"",แบบฝึกหัด,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",,2018-08-19 07:59:36.348953,2018-08-19 08:17:34.071781,30,82,"{""type"":""คะแนน (scoring)"",""score"":""10""}",3,"",
81,วงจรสี,สร้างวงจรจี,การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[""ความชัดเจนในการออกแบบ""],""disadvantages"":[],""suggestion"":[""สามารถไปบรูณาการกับวิชาอื่นๆได้""]}",2018-08-26 17:00:00,2018-08-19 07:17:22.554532,2018-08-19 08:05:59.795973,83,100,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2018-08-24 07:18:00
84,แบบฝึกที่1,ข้อ 1-10,การบ้าน,คะแนน (scoring),"{""quality"":[{""score"":""4"",""text"":""ดีมาก""},{""score"":""3"",""text"":""ดี""},{""score"":""2"",""text"":""พอใช้""},{""score"":""1"",""text"":""ควรปรับปรุง""}],""advantages"":[],""disadvantages"":[],""suggestion"":[]}",2018-08-20 08:04:00,2018-08-19 08:04:43.238067,2018-08-19 08:06:30.125969,28,28,"{""type"":""คะแนน (scoring)"",""score"":""10""}",5,"",
73,ทัศนียภาพ,"",ปฏิบัติการ,คะแนน (scoring),"{""quality"":[{""score"":""9-10"",""text"":""ดีมาก""},{""score"":""7-8"",""text"":""ดี""},{""score"":""5-6"",""text"":""พอใช้""},{""score"":""1-4"",""text"":""ควรปรับปรุง""}],""advantages"":[""ออกแบบได้ดีมาก"",""ใช้สีสวยงาม"",""องค์ประกอบดี""],""disadvantages"":[""ไม่รักษาความสะอาด"",""ขาดความปราณีต"",""เนื้อหาไม่ตรงหัวข้อ""],""suggestion"":[]}",2018-08-24 07:10:00,2018-08-19 07:12:06.917781,2018-08-19 08:06:34.265992,44,39,"{""type"":""คะแนน (scoring)"",""score"":""10""}",8,"",2018-08-23 07:10:00
