id,room_name,room_detail,room_pin,created_at,updated_at,course_id,ratio_score,ratio_grade,point_attr
99,ม.3/1,"",7c165b,2018-08-19 07:04:18.638604,2018-08-19 07:14:28.438216,82,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""100"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""0"",""type"":""saving"",""childs"":[]}}]}","{""choice"":""1"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""A"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""70"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""B"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""60"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""C"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""2""},{""leftnum"":""50"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""D"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""3""},{""leftnum"":""0"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""F"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""4""}]}",0
79,ม.3/6,"",573883,2018-08-19 07:01:03.791842,2018-08-19 07:15:11.168852,49,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""30"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""70"",""type"":""saving"",""childs"":[{""text"":""แบบฝึกหัดการเขียน1/การบ้าน"",""score"":""100"",""id"":46}]}}]}","{""choice"":""2"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""75"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""70"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""2""},{""leftnum"":""65"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""3""},{""leftnum"":""60"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""4""},{""leftnum"":""55"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",10
45,ม1/1,"",c8df72,2018-08-19 06:59:54.149738,2018-08-19 07:15:19.088151,40,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""30"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""70"",""type"":""saving"",""childs"":[{""text"":""แบบฝึกหัดการเขียน 1/การบ้าน"",""score"":""100"",""id"":48}]}}]}","{""choice"":""4"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""75"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""70"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""2""},{""leftnum"":""65"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""3""},{""leftnum"":""60"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""4""},{""leftnum"":""55"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""5""},{""leftnum"":""49"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""49"",""rightnumindex"":""7""}]}",0
47,ม.3/1,ภาคเรียนที่ 1,8dcf2b,2018-08-19 06:59:56.876124,2018-08-19 07:15:20.408938,37,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""30"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""70"",""type"":""saving"",""childs"":[{""text"":""เอกสารการสอน เรื่องระบบสมการ/แบบฝึกหัด"",""score"":""5"",""id"":62}]}}]}","{""choice"":""4"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""75"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""70"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""2""},{""leftnum"":""65"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""3""},{""leftnum"":""60"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""4""},{""leftnum"":""55"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",0
152,ป.6,ทำงานได้ถูกต้อง เรียบร้อยสวยงาม,5d4c31,2019-09-06 06:49:13.813913,2019-09-06 06:49:13.813913,140,,,0
127,ป.3,จำนวนนักเรียน 31 คน,c4108f,2019-09-06 06:38:46.053014,2019-09-06 07:08:40.345599,105,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""30"",""type"":""exam"",""childs"":[{""text"":""สอบปลายภาค/สอบปลายภาค"",""score"":""100"",""id"":175}]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""70"",""type"":""saving"",""childs"":[{""text"":""mind map สรุปการอ่าน/อื่นๆ"",""score"":""50"",""id"":115},{""text"":""ใบงาน  เรื่องสมุนไพร/กิจกรรมชั้นเรียน"",""score"":""50"",""id"":146}]}}]}","{""choice"":""4"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""75"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""70"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""2""},{""leftnum"":""65"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""3""},{""leftnum"":""60"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""4""},{""leftnum"":""55"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",2
32,ชั้นประถมศึกษาปี 3/2,ภาคเรียนที่  1,bb9cb0,2018-08-19 06:56:40.358884,2018-08-19 07:16:28.925792,34,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""30"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""70"",""type"":""saving"",""childs"":[]}}]}","{""choice"":""2"",""blocks"":[{""leftnum"":""85"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""A"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""80"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""B+"",""rightoper"":""<"",""rightnum"":""85"",""rightnumindex"":""1""},{""leftnum"":""75"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""B"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""2""},{""leftnum"":""70"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""C+"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""3""},{""leftnum"":""65"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""C"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""4""},{""leftnum"":""60"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""D+"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""D"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""F"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",10
54,ม.1/1,"",c9351c,2018-08-19 07:00:04.847616,2018-08-19 07:17:08.33583,43,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""30"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""70"",""type"":""saving"",""childs"":[{""text"":""แผนท่ี/การบ้าน"",""score"":""10"",""id"":60}]}}]}","{""choice"":""2"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""A"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""75"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""70"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""2""},{""leftnum"":""65"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""3""},{""leftnum"":""60"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""4""},{""leftnum"":""55"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1..5"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",10
68,ม.6/4,SMTE,7f17e1,2018-08-19 07:00:13.582851,2018-08-19 07:17:15.245545,36,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""30"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""70"",""type"":""saving"",""childs"":[{""text"":""ฝึกทำโจทย์คำนวณ/ทดสอบย่อย"",""score"":""100"",""id"":57}]}}]}","{""choice"":""4"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""7"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""75"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""6"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""65"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""5"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""2""},{""leftnum"":""64"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""3""},{""leftnum"":""60"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""64"",""rightnumindex"":""4""},{""leftnum"":""55"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",0
28,ม.4/6,"",420011,2018-08-19 06:55:56.957111,2018-08-19 08:05:58.836681,28,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""40"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""60"",""type"":""saving"",""childs"":[{""text"":""แบบฝึกที่1/การบ้าน"",""score"":""3"",""id"":84}]}}]}","{""choice"":""4"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""75"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""70"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""2""},{""leftnum"":""65"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""3""},{""leftnum"":""60"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""4""},{""leftnum"":""55"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",10
46,ม.1/1,"",5e1adc,2018-08-19 06:59:56.150029,2018-08-19 07:15:53.599058,48,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""30"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""70"",""type"":""saving"",""childs"":[{""text"":""แบบฝึกหัด1/แบบฝึกหัด"",""score"":""100"",""id"":49}]}}]}","{""choice"":""4"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""75"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""70"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""2""},{""leftnum"":""65"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""3""},{""leftnum"":""60"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""4""},{""leftnum"":""55"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55"",""rightnumindex"":""6""},{""leftnum"":""49"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",10
159,อนุบาล 3,นักเรียน 22 คน,11bd36,2019-09-06 07:01:05.164955,2019-09-06 07:08:41.747725,146,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""20"",""type"":""exam"",""childs"":[{""text"":""สอบปลายภาค/สอบปลายภาค"",""score"":""50"",""id"":190}]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""80"",""type"":""saving"",""childs"":[]}}]}","{""choice"":""4"",""blocks"":[{""leftnum"":""85"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""7"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""80"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""6"",""rightoper"":""<"",""rightnum"":""85"",""rightnumindex"":""1""},{""leftnum"":""75"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""2""},{""leftnum"":""70"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""3""},{""leftnum"":""65"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""4""},{""leftnum"":""60"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",2
51,m501,"",d54605,2018-08-19 07:00:00.436691,2018-08-19 07:17:31.383588,53,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""30"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""70"",""type"":""saving"",""childs"":[{""text"":""นำเสนองานโดยใช้สถานการณ์สมมติ/กิจกรรมชั้นเรียน"",""score"":""100"",""id"":69}]}}]}","{""choice"":""4"",""blocks"":[{""leftnum"":"""",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""75-79"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":"""",""rightnumindex"":""1""},{""leftnum"":""70-74"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""75-79"",""rightnumindex"":""2""},{""leftnum"":""65-69"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""70-74"",""rightnumindex"":""3""},{""leftnum"":""60-64"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65-69"",""rightnumindex"":""4""},{""leftnum"":""55-59"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""60-64"",""rightnumindex"":""5""},{""leftnum"":""50-54"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55-59"",""rightnumindex"":""6""},{""leftnum"":""0-49"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50-54"",""rightnumindex"":""7""}]}",10
82,4,"",3c1f01,2018-08-19 07:01:12.361921,2018-08-19 08:11:19.037816,30,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""0"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""100"",""type"":""saving"",""childs"":[{""text"":""mindmap/ปฏิบัติการ"",""score"":""10"",""id"":72},{""text"":""1/แบบฝึกหัด"",""score"":""10"",""id"":82}]}}]}","{""choice"":""4"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""7"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""75"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""6"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""70"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""5"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""2""},{""leftnum"":""65"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""3""},{""leftnum"":""60"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""4""},{""leftnum"":""55"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",0
56,ม.3/5,"",5620d6,2018-08-19 07:00:05.609172,2018-08-19 07:15:28.986536,52,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""20"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""80"",""type"":""saving"",""childs"":[{""text"":""แบบฝึกหัด/การบ้าน"",""score"":""10"",""id"":54}]}}]}","{""choice"":""2"",""blocks"":[{""leftnum"":""80"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""75"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""3.5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""1""},{""leftnum"":""70"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""3"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""2""},{""leftnum"":""65"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""2.5"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""3""},{""leftnum"":""60"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""65"",""rightnumindex"":""4""},{""leftnum"":""55"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""60"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",0
61,ม.1/10,"",bbdb68,2018-08-19 07:00:08.986423,2018-08-19 07:16:40.863637,35,"{""results"":[{""maxscore"":{""text"":""คะแนนสอบ"",""score"":""30"",""type"":""exam"",""childs"":[]}},{""maxscore"":{""text"":""คะแนนเก็บ"",""score"":""70"",""type"":""saving"",""childs"":[{""text"":""แบบฝึกหัดสมการ/แบบฝึกหัด"",""score"":""100"",""id"":55}]}}]}","{""choice"":""4"",""blocks"":[{""leftnum"":""85"",""leftnumindex"":""1"",""leftoper"":""<="",""gtext"":""7"",""rightoper"":""<="",""rightnum"":""100"",""rightnumindex"":""0""},{""leftnum"":""80"",""leftnumindex"":""2"",""leftoper"":""<="",""gtext"":""6"",""rightoper"":""<"",""rightnum"":""85"",""rightnumindex"":""1""},{""leftnum"":""75"",""leftnumindex"":""3"",""leftoper"":""<="",""gtext"":""5"",""rightoper"":""<"",""rightnum"":""80"",""rightnumindex"":""2""},{""leftnum"":""70"",""leftnumindex"":""4"",""leftoper"":""<="",""gtext"":""4"",""rightoper"":""<"",""rightnum"":""75"",""rightnumindex"":""3""},{""leftnum"":""59"",""leftnumindex"":""5"",""leftoper"":""<="",""gtext"":""2"",""rightoper"":""<"",""rightnum"":""70"",""rightnumindex"":""4""},{""leftnum"":""55"",""leftnumindex"":""6"",""leftoper"":""<="",""gtext"":""1.5"",""rightoper"":""<"",""rightnum"":""59"",""rightnumindex"":""5""},{""leftnum"":""50"",""leftnumindex"":""7"",""leftoper"":""<="",""gtext"":""1"",""rightoper"":""<"",""rightnum"":""55"",""rightnumindex"":""6""},{""leftnum"":""0"",""leftnumindex"":""8"",""leftoper"":""<="",""gtext"":""0"",""rightoper"":""<"",""rightnum"":""50"",""rightnumindex"":""7""}]}",10
